client_id,attrition_flag,months_on_book,products_num_held_by_client,inactive_months_in_last_year,contacts_in_last_year,average_open_to_buy_credit_line,total_transaction_amount_change_q4_q1,total_transaction_amount_last_year,total_transaction_count_last_year,total_trasaction_count_change_q4_q1,average_card_utilazation_ratio
779456508,Existing Customer,34,2,1,1,4813.0,0.693,7477.0,91,1,0.0
779458383,Existing Customer,32,6,2,3,503.0,0.7,4248.0,73,1,0.806
779462433,Existing Customer,37,3,3,1,1485.0,1.081,2218.0,50,1,0.395
779465358,Existing Customer,13,4,3,3,1578.0,0.98,2243.0,38,0,0.481
779468808,Existing Customer,25,6,3,3,1616.0,0.794,4961.0,78,1,0.0
779471883,Attrited Customer,40,2,3,1,630.3,0.997,705.0,19,1,0.562
779473308,Existing Customer,14,4,3,3,8186.0,0.737,2411.0,67,0,0.0
779474958,Existing Customer,17,6,1,1,1133.0,0.969,2144.0,58,1,0.617
779480658,Existing Customer,42,3,3,4,8647.0,0.63,1754.0,44,1,0.156
779484408,Existing Customer,19,6,1,2,17708.0,1.148,2874.0,58,1,0.066
779486433,Existing Customer,28,3,2,3,255.0,0.613,4209.0,76,1,0.895
779491908,Existing Customer,29,5,2,1,7253.0,0.896,4272.0,59,1,0.161
779498058,Existing Customer,21,5,3,3,2009.0,0.799,2006.0,34,1,0.388
779499933,Existing Customer,28,6,1,1,33257.0,0.671,4300.0,94,1,0.036
779502333,Attrited Customer,32,5,3,2,34516.0,0.321,1480.0,37,0,0.0
779504058,Existing Customer,28,5,1,1,3104.0,0.863,1209.0,25,2,0.381
779506158,Existing Customer,22,3,1,2,957.0,1.279,2516.0,42,1,0.702
779508333,Existing Customer,46,6,2,2,22431.0,0.704,3677.0,55,1,0.062
779509983,Existing Customer,36,6,1,2,33585.0,0.828,1022.0,21,1,0.027
779514558,Existing Customer,24,1,1,1,5562.0,0.969,13730.0,96,1,0.228
779519058,Existing Customer,34,3,1,2,32938.0,0.725,1929.0,40,0,0.046
779521533,Existing Customer,36,5,3,3,2237.0,1.466,1978.0,33,1,0.328
779523258,Existing Customer,17,6,2,1,2261.0,0.729,4610.0,78,1,0.32
779524833,Existing Customer,34,4,3,3,1991.0,0.893,3640.0,59,1,0.44
779528658,Existing Customer,25,4,3,3,1977.0,0.802,2133.0,41,1,0.361
779530908,Attrited Customer,31,5,2,4,1438.3,0.5,1897.0,58,1,0.0
779533983,Existing Customer,31,3,1,3,4572.0,0.793,4412.0,90,1,0.137
779536233,Existing Customer,30,1,1,1,837.3,1.0,4669.0,83,1,0.418
779542608,Existing Customer,32,3,3,2,32670.0,0.744,1739.0,39,1,0.039
779544708,Existing Customer,35,4,5,3,33848.0,0.894,3931.0,77,1,0.019
779548008,Existing Customer,35,1,2,3,34516.0,0.742,7745.0,83,1,0.0
779551533,Existing Customer,39,4,3,3,1764.0,0.651,4857.0,92,1,0.0
779557533,Existing Customer,40,6,3,3,9318.0,1.042,1566.0,50,1,0.092
779558733,Existing Customer,36,6,1,2,30365.0,0.906,1559.0,39,1,0.056
779562633,Existing Customer,34,3,2,1,3523.0,1.791,1387.0,18,1,0.39
779571708,Attrited Customer,25,1,2,3,4259.0,0.934,7993.0,71,1,0.0
779577108,Existing Customer,32,3,3,2,1438.3,0.718,4052.0,65,1,0.0
779597133,Existing Customer,44,4,3,2,879.0,0.785,4317.0,81,1,0.67
779598183,Existing Customer,42,6,1,2,21238.0,0.636,3428.0,54,1,0.074
779601783,Existing Customer,31,3,1,2,2776.0,0.604,4364.0,88,1,0.201
779608083,Existing Customer,44,2,2,2,2650.0,0.689,3681.0,62,1,0.32
779610033,Attrited Customer,47,3,3,3,10352.0,1.022,918.0,14,1,0.148
779611008,Existing Customer,18,4,3,4,4532.0,0.734,1885.0,55,1,0.0
779612808,Existing Customer,50,6,2,4,171.0,0.955,1263.0,35,1,0.932
779613933,Existing Customer,27,1,3,1,417.0,0.667,5045.0,86,1,0.76
779618433,Existing Customer,38,6,3,2,6776.0,0.463,4428.0,82,1,0.186
779625858,Existing Customer,27,6,1,3,544.0,0.809,5032.0,89,1,0.822
779635533,Existing Customer,21,5,1,3,1320.0,0.469,5125.0,71,1,0.438
779638983,Existing Customer,30,2,3,3,551.0,0.728,4592.0,83,1,0.741
779642733,Existing Customer,25,3,1,1,574.0,0.713,4823.0,77,1,0.796
779643858,Existing Customer,38,5,5,2,996.0,1.064,4100.0,82,1,0.51
779645658,Existing Customer,32,3,1,4,5682.0,1.002,3607.0,59,1,0.206
779647608,Existing Customer,22,5,2,2,26124.0,0.735,4199.0,92,1,0.0
779651058,Existing Customer,42,6,2,2,522.0,0.887,4797.0,65,1,0.73
779653458,Existing Customer,20,3,3,3,6183.0,1.167,2323.0,47,1,0.251
779655183,Existing Customer,31,6,1,3,5033.0,0.597,4054.0,82,1,0.0
779656908,Existing Customer,23,6,3,2,5612.0,0.73,1479.0,29,1,0.197
779658408,Existing Customer,31,6,3,3,1531.0,0.682,4242.0,65,1,0.531
779661033,Existing Customer,32,5,2,3,24513.0,0.971,3503.0,66,1,0.043
779662308,Existing Customer,32,3,1,3,728.3,0.683,3808.0,80,1,0.494
779667408,Existing Customer,41,4,2,1,1421.0,0.861,4235.0,73,1,0.513
779670783,Existing Customer,23,6,2,2,12559.0,0.715,4700.0,71,1,0.0
779681433,Attrited Customer,31,6,3,4,14899.0,0.381,1519.0,26,0,0.0
779683683,Existing Customer,31,6,3,2,2020.0,1.356,2344.0,34,1,0.496
779685558,Existing Customer,36,2,4,1,32428.0,0.822,15290.0,123,1,0.06
779686683,Existing Customer,13,5,3,2,1234.0,0.621,2088.0,34,0,0.575
779689233,Existing Customer,33,3,1,2,1507.0,0.708,2903.0,69,1,0.461
779692608,Existing Customer,19,6,3,5,9764.0,0.689,15097.0,115,1,0.0
779694183,Existing Customer,34,5,2,4,437.0,0.725,3833.0,73,1,0.766
779696883,Existing Customer,33,4,2,4,1209.0,0.807,1825.0,31,0,0.597
779701983,Existing Customer,32,1,3,3,3974.0,0.595,4643.0,80,1,0.264
779703258,Existing Customer,24,3,3,1,676.0,0.875,4962.0,70,1,0.673
779707308,Existing Customer,18,5,1,2,5964.0,1.468,2229.0,53,1,0.214
779709033,Existing Customer,29,6,3,2,3325.0,0.616,3908.0,75,1,0.42
779713608,Existing Customer,36,5,1,2,1623.0,1.242,1648.0,30,2,0.456
779715108,Existing Customer,30,3,3,3,1484.0,1.068,2920.0,74,1,0.464
779722308,Attrited Customer,30,5,2,2,12355.0,0.912,1044.0,28,0,0.0
779725833,Existing Customer,26,4,3,2,9986.0,0.925,4946.0,73,1,0.151
779727558,Existing Customer,33,4,2,3,847.0,0.699,4148.0,71,1,0.596
779737233,Existing Customer,35,3,3,2,8961.0,0.695,3971.0,66,1,0.065
779739783,Existing Customer,28,6,3,2,18437.0,0.614,3561.0,73,1,0.07
779741883,Existing Customer,32,6,1,3,1662.0,0.581,4274.0,68,1,0.333
779743908,Existing Customer,29,4,2,2,7788.0,0.296,1196.0,30,0,0.0
779749908,Existing Customer,33,2,2,3,32455.0,0.722,1350.0,32,0,0.06
779751258,Existing Customer,31,2,1,2,763.0,0.806,8423.0,82,1,0.608
779754408,Existing Customer,33,3,2,2,354.0,0.699,4349.0,69,1,0.857
779759058,Existing Customer,41,6,3,2,1592.0,0.671,1736.0,40,1,0.53
779765058,Existing Customer,31,6,1,1,8845.0,0.679,3817.0,70,0,0.085
779770683,Existing Customer,36,2,3,3,1439.0,0.638,5047.0,79,1,0.0
779773533,Existing Customer,34,6,1,3,5106.0,1.007,1367.0,29,1,0.33
779779083,Existing Customer,26,2,2,1,23981.0,0.741,7872.0,103,1,0.0
779783508,Existing Customer,34,5,1,3,12228.0,0.825,2564.0,56,0,0.069
779791008,Existing Customer,32,6,2,3,4191.0,0.786,1572.0,38,1,0.284
779791908,Existing Customer,36,6,3,3,2896.0,0.961,4970.0,85,1,0.0
779803008,Existing Customer,30,2,2,1,27670.0,0.645,13854.0,124,1,0.0
779804208,Existing Customer,42,6,2,0,5332.0,0.939,1371.0,39,1,0.0
779805408,Existing Customer,31,1,1,1,14630.0,0.752,8217.0,99,1,0.0
779808333,Existing Customer,38,2,1,2,6980.0,0.808,15530.0,110,1,0.214
779809908,Existing Customer,34,2,2,2,3084.0,0.861,12739.0,96,1,0.0
779811183,Existing Customer,25,4,1,2,1031.0,0.903,1581.0,30,1,0.52
779833908,Existing Customer,23,6,2,1,16956.0,0.6,4095.0,67,1,0.075
779837808,Existing Customer,37,1,4,3,2682.0,0.869,5012.0,85,1,0.482
779839758,Existing Customer,31,3,2,3,1491.0,0.716,4634.0,92,1,0.0
779841483,Attrited Customer,39,1,3,3,11548.0,0.525,2238.0,36,0,0.11
779844408,Attrited Customer,27,4,3,3,1438.3,0.481,2137.0,40,0,0.0
779848383,Attrited Customer,21,4,2,2,1207.0,0.542,2348.0,47,1,0.323
779852133,Existing Customer,32,3,2,4,32418.0,0.741,3093.0,66,1,0.061
779856483,Existing Customer,22,4,1,2,15410.0,0.638,3368.0,69,1,0.0
779858058,Existing Customer,18,4,1,3,2730.0,0.648,4530.0,72,1,0.0
779859558,Attrited Customer,38,2,2,4,1440.0,0.46,2398.0,29,0,0.413
779862408,Existing Customer,33,3,1,0,5816.0,1.161,1087.0,33,1,0.074
779863533,Existing Customer,21,6,2,0,5120.0,0.867,1680.0,32,1,0.0
779866458,Existing Customer,24,6,1,1,1245.0,0.682,3513.0,67,1,0.389
779870883,Existing Customer,29,3,2,1,2814.0,0.708,3746.0,68,1,0.388
779873508,Existing Customer,35,5,3,4,1317.0,1.018,3607.0,60,1,0.58
779877858,Existing Customer,37,2,3,2,739.0,1.06,4428.0,80,1,0.645
779882508,Existing Customer,37,5,3,4,7282.0,0.74,3364.0,69,1,0.0
779883933,Existing Customer,24,3,3,2,6612.0,0.873,1596.0,34,1,0.175
779885358,Existing Customer,35,5,1,2,32184.0,0.8,4587.0,82,1,0.068
779888658,Existing Customer,40,6,1,1,15257.0,0.419,1426.0,38,0,0.126
779890833,Existing Customer,36,2,1,1,1438.3,0.765,4866.0,65,1,0.0
779895108,Existing Customer,23,6,1,4,562.0,0.668,1711.0,36,0,0.793
779900808,Existing Customer,16,2,3,2,21551.0,0.536,14950.0,94,1,0.0
779905008,Attrited Customer,38,2,2,1,1779.0,0.856,2660.0,41,0,0.0
779906658,Existing Customer,24,3,2,4,17614.0,0.745,3142.0,62,1,0.063
779912283,Existing Customer,33,5,3,2,8282.0,0.96,1172.0,38,0,0.171
779914383,Existing Customer,18,3,2,2,8852.0,0.681,14719.0,116,1,0.156
779916408,Existing Customer,23,1,3,2,1811.0,0.835,4934.0,70,1,0.0
779920533,Existing Customer,41,3,3,2,1267.0,0.648,15199.0,96,1,0.665
779922183,Existing Customer,36,2,2,2,272.0,0.55,4758.0,81,1,0.879
779925033,Existing Customer,22,4,3,4,1028.0,1.235,2807.0,60,1,0.657
779926608,Existing Customer,36,6,2,1,1438.3,0.909,4697.0,82,1,0.0
779931783,Attrited Customer,38,6,3,3,34516.0,0.639,2213.0,47,0,0.0
779942808,Existing Customer,28,6,2,1,1438.3,0.46,4482.0,74,1,0.0
779945508,Existing Customer,35,5,2,2,1629.0,0.66,3808.0,81,1,0.536
779947908,Existing Customer,45,3,3,1,1861.0,0.968,4327.0,66,1,0.435
779951058,Existing Customer,38,4,2,4,3480.0,0.935,1908.0,39,1,0.321
779954658,Existing Customer,40,4,3,3,34516.0,0.846,4714.0,82,1,0.0
779956608,Existing Customer,31,6,1,3,20758.0,0.688,1555.0,32,1,0.0
779961408,Existing Customer,43,4,4,2,1936.0,0.705,4854.0,74,1,0.428
779974758,Existing Customer,40,6,3,3,7838.0,0.991,3203.0,54,1,0.1
779978283,Existing Customer,34,4,2,1,5056.0,0.905,4428.0,78,1,0.0
779980758,Existing Customer,46,6,2,0,1291.0,0.811,4744.0,73,1,0.477
779993208,Existing Customer,28,3,3,3,7049.0,0.988,1475.0,27,2,0.0
779995833,Existing Customer,39,6,2,4,8429.0,0.622,3557.0,64,1,0.172
779998083,Existing Customer,23,1,2,3,4963.0,0.682,4069.0,66,1,0.224
780000258,Existing Customer,38,4,2,5,20912.0,0.725,4172.0,84,1,0.0
780006783,Attrited Customer,49,3,2,2,15809.0,0.992,3109.0,48,0,0.0
780008358,Attrited Customer,48,2,6,2,13172.0,0.876,2598.0,47,1,0.0
780019908,Existing Customer,43,6,3,2,1528.0,0.673,4657.0,82,1,0.297
780025908,Existing Customer,30,4,2,2,8904.0,0.563,1293.0,31,1,0.178
780032208,Attrited Customer,34,5,3,3,14201.0,0.574,2223.0,47,1,0.0
780034083,Existing Customer,38,3,2,2,2151.0,0.763,4604.0,86,1,0.0
780036483,Existing Customer,28,4,5,2,231.0,0.667,3928.0,69,1,0.863
780038058,Attrited Customer,22,3,2,5,1556.0,0.69,2283.0,46,1,0.0
780040758,Existing Customer,24,5,3,2,788.0,0.703,1999.0,50,1,0.698
780042633,Attrited Customer,21,2,2,2,31718.0,0.91,7432.0,64,1,0.0
780045708,Existing Customer,26,6,2,2,13900.0,0.824,4259.0,79,1,0.08
780052008,Existing Customer,22,4,2,2,28484.0,0.453,3883.0,68,1,0.047
780054258,Existing Customer,25,6,2,3,7319.0,0.764,1367.0,35,1,0.069
780055308,Existing Customer,28,3,1,3,1438.3,0.83,4482.0,54,1,0.0
780056733,Existing Customer,22,3,6,3,5919.0,0.807,2627.0,63,1,0.298
780064983,Existing Customer,29,2,1,3,33574.0,0.75,7665.0,86,1,0.027
780067158,Attrited Customer,36,2,3,3,639.0,0.539,1907.0,47,1,0.634
780068283,Existing Customer,38,4,3,3,969.0,0.812,3822.0,69,1,0.488
780070833,Existing Customer,43,6,2,2,517.0,0.63,1617.0,29,1,0.83
780073158,Existing Customer,44,2,1,1,2641.0,0.597,4455.0,85,1,0.303
780074733,Existing Customer,27,5,3,3,275.0,0.95,4518.0,72,1,0.851
780076833,Existing Customer,29,6,1,2,7307.0,0.718,4088.0,66,1,0.121
780078333,Existing Customer,41,3,2,2,5228.0,0.65,1193.0,26,0,0.112
780079833,Existing Customer,28,3,3,4,4296.0,0.596,14728.0,126,1,0.216
780086658,Attrited Customer,28,3,2,4,18229.0,0.544,2060.0,39,1,0.0
780089658,Existing Customer,21,4,2,3,5773.0,0.784,5638.0,86,1,0.218
780094008,Existing Customer,40,4,3,1,11756.0,0.401,1624.0,40,0,0.087
780095808,Existing Customer,30,3,2,1,919.0,0.788,1053.0,31,1,0.645
780097533,Existing Customer,33,4,1,2,10292.0,0.656,15148.0,111,1,0.0
780100533,Existing Customer,31,5,2,4,23927.0,0.583,3586.0,67,1,0.09
780105483,Attrited Customer,50,3,4,4,1320.0,1.048,2799.0,49,0,0.222
780106908,Existing Customer,38,6,2,2,7158.0,0.594,1379.0,26,1,0.122
780108408,Existing Customer,37,1,3,1,33147.0,0.764,7745.0,82,1,0.04
780114558,Existing Customer,35,2,1,3,1704.0,1.098,12535.0,118,1,0.571
780118158,Existing Customer,13,2,2,4,1165.0,0.812,15656.0,124,1,0.675
780126033,Attrited Customer,35,6,1,5,11687.0,0.392,2082.0,54,0,0.095
780143283,Attrited Customer,32,4,3,3,203.0,0.637,2678.0,37,1,0.925
780146658,Attrited Customer,25,2,2,4,1278.0,0.563,1633.0,32,1,0.663
780168333,Existing Customer,28,3,2,3,24719.0,0.685,3450.0,83,1,0.069
780180033,Existing Customer,20,5,1,1,1438.3,0.689,4397.0,86,1,0.0
780197133,Existing Customer,30,4,1,1,12653.0,0.438,3699.0,67,1,0.091
780198258,Existing Customer,36,5,2,1,6088.0,0.597,1099.0,39,1,0.219
780199233,Existing Customer,23,5,1,1,13812.0,0.823,4478.0,87,1,0.074
780200208,Existing Customer,29,2,2,2,9572.0,0.746,8777.0,112,1,0.14
780201633,Attrited Customer,31,4,3,2,4501.0,0.702,2189.0,51,1,0.204
780202908,Existing Customer,43,3,3,4,5373.0,0.513,2833.0,70,1,0.216
780203883,Existing Customer,33,6,3,2,5738.0,0.852,4375.0,73,1,0.0
780206958,Existing Customer,39,3,2,2,3817.0,0.654,4228.0,70,1,0.357
780219483,Existing Customer,51,4,2,1,1209.0,0.678,1339.0,28,1,0.463
780222408,Existing Customer,36,1,3,2,1187.0,0.417,4444.0,83,1,0.637
780230208,Existing Customer,40,2,3,0,1068.0,0.62,4766.0,75,1,0.6
780237033,Existing Customer,49,3,1,3,1322.0,0.497,1539.0,35,1,0.579
780241758,Existing Customer,45,4,2,4,1426.0,0.467,3527.0,59,1,0.638
780251658,Existing Customer,18,4,1,4,2997.0,0.828,2395.0,57,1,0.346
780253533,Existing Customer,49,5,3,0,1240.0,1.265,1631.0,31,1,0.651
780265458,Existing Customer,42,4,2,2,2068.0,0.563,4466.0,85,1,0.408
780272208,Existing Customer,25,4,2,3,809.0,0.877,4139.0,69,1,0.597
780276258,Existing Customer,39,3,2,3,12106.0,0.322,1452.0,37,0,0.075
780277458,Existing Customer,38,2,2,3,387.0,0.586,4503.0,89,1,0.867
780289308,Attrited Customer,47,1,3,4,4130.0,0.814,2418.0,57,1,0.0
780292683,Attrited Customer,41,3,4,4,22188.0,0.314,984.0,24,0,0.096
780307233,Existing Customer,30,5,2,3,453.0,1.485,3521.0,58,1,0.765
780322908,Existing Customer,38,1,2,3,2370.0,0.665,4431.0,67,1,0.278
780326883,Existing Customer,40,3,3,3,9827.0,0.735,2165.0,61,1,0.127
780336258,Existing Customer,42,6,3,2,1260.0,0.834,4528.0,75,1,0.499
780338733,Existing Customer,37,2,1,2,947.3,0.73,5102.0,83,1,0.341
780349833,Existing Customer,23,1,1,3,23981.0,0.827,15236.0,120,1,0.0
780360558,Existing Customer,20,2,2,2,1507.0,0.723,4698.0,87,1,0.0
780371433,Existing Customer,25,2,3,3,1325.0,0.688,4725.0,83,1,0.603
780372408,Existing Customer,33,6,2,2,4110.0,0.985,4317.0,69,1,0.174
780373233,Existing Customer,29,5,3,0,923.0,0.823,4985.0,90,1,0.678
780374133,Existing Customer,19,5,3,3,4907.0,1.007,2413.0,48,1,0.3
780376683,Existing Customer,47,5,3,1,12636.0,1.768,1827.0,24,3,0.135
780378633,Existing Customer,33,4,3,4,7927.0,0.482,3412.0,71,1,0.155
780382008,Existing Customer,32,6,3,2,12335.0,1.201,3774.0,63,1,0.101
780383358,Existing Customer,38,6,1,0,4901.0,1.077,4683.0,72,1,0.132
780384483,Attrited Customer,39,2,2,2,1961.0,0.946,5481.0,58,1,0.321
780390108,Existing Customer,34,3,1,2,2243.0,0.988,5079.0,81,1,0.311
780416433,Existing Customer,25,4,1,3,8006.0,1.072,2169.0,38,1,0.084
780450708,Attrited Customer,45,1,3,2,34516.0,0.964,4864.0,48,1,0.0
780462183,Existing Customer,31,5,5,2,1389.0,0.816,4026.0,67,1,0.598
780466533,Existing Customer,41,3,3,0,19916.0,1.097,1873.0,52,1,0.078
780481308,Existing Customer,24,3,2,2,9034.0,0.692,1567.0,33,0,0.146
780496833,Attrited Customer,43,3,2,2,2846.0,0.747,2122.0,44,0,0.0
780497958,Existing Customer,28,1,3,3,14509.0,0.589,7996.0,99,1,0.127
780511683,Attrited Customer,34,4,3,3,4181.0,0.799,7869.0,76,1,0.053
780529908,Existing Customer,30,3,3,2,692.0,0.624,5098.0,79,1,0.658
780545133,Existing Customer,36,2,3,1,3572.0,0.592,7333.0,91,1,0.216
780551733,Existing Customer,44,2,2,3,10135.0,0.93,12592.0,117,1,0.127
780557658,Existing Customer,54,5,3,2,11827.0,0.921,1395.0,37,1,0.0
780567408,Existing Customer,38,5,1,2,1356.0,0.934,3912.0,77,1,0.552
780581508,Existing Customer,47,5,2,4,15087.0,0.885,1410.0,37,1,0.095
780584658,Attrited Customer,22,4,2,2,550.0,0.349,2077.0,61,1,0.702
780588258,Existing Customer,42,1,2,2,2276.0,0.784,14567.0,120,1,0.434
780598383,Existing Customer,23,4,3,2,603.0,0.682,2167.0,65,1,0.719
780602733,Existing Customer,30,4,2,3,7008.0,0.558,3221.0,66,1,0.156
780604083,Existing Customer,37,1,2,2,17140.0,0.738,16422.0,110,1,0.066
780605508,Existing Customer,41,5,1,3,1452.0,1.017,1170.0,23,1,0.497
780612558,Existing Customer,46,3,3,3,146.0,0.952,3421.0,55,1,0.927
780613758,Existing Customer,35,4,3,5,4165.0,0.813,17093.0,111,1,0.0
780620883,Existing Customer,37,2,1,3,5752.0,0.628,7381.0,98,1,0.184
780633483,Existing Customer,47,2,2,1,892.0,0.814,4962.0,81,1,0.593
780638958,Existing Customer,31,6,2,1,618.0,0.775,4483.0,77,1,0.75
780653208,Existing Customer,36,5,4,2,783.0,0.94,3784.0,55,1,0.763
780657708,Existing Customer,37,4,3,3,6593.0,0.667,3520.0,69,1,0.0
780660183,Attrited Customer,32,2,3,2,8203.0,0.691,2613.0,46,1,0.0
780662133,Existing Customer,28,6,3,5,740.0,0.539,1534.0,35,1,0.773
780664758,Existing Customer,44,6,1,2,2926.0,0.752,4532.0,95,1,0.341
780670083,Attrited Customer,28,1,2,3,4363.0,0.714,2596.0,48,1,0.0
780684933,Existing Customer,38,4,1,3,1268.0,0.732,4887.0,69,1,0.584
780686358,Existing Customer,30,3,1,1,1212.0,0.534,3798.0,58,1,0.58
780688383,Existing Customer,24,4,2,3,21114.0,0.697,3534.0,56,1,0.0
780689733,Existing Customer,56,3,2,2,10699.0,1.514,2758.0,56,1,0.056
780704358,Existing Customer,23,4,3,0,27710.0,0.777,4014.0,73,1,0.0
780707733,Existing Customer,30,3,3,2,32407.0,0.703,6832.0,87,1,0.061
780710433,Existing Customer,42,4,2,2,1575.0,1.32,4241.0,77,1,0.0
780713058,Existing Customer,35,4,3,3,13066.0,0.618,3490.0,69,1,0.111
780715683,Existing Customer,30,4,1,3,13602.0,0.699,3582.0,69,1,0.0
780717483,Existing Customer,40,6,3,3,6767.0,0.688,4755.0,58,1,0.103
780720258,Attrited Customer,34,4,2,3,972.0,0.721,2684.0,39,1,0.721
780727833,Existing Customer,41,1,4,3,712.0,0.622,4526.0,95,1,0.779
780730008,Existing Customer,36,2,2,2,2725.0,0.703,13627.0,120,1,0.216
780747033,Existing Customer,34,5,1,3,2338.0,0.711,4149.0,66,1,0.257
780769308,Existing Customer,29,1,3,2,1641.0,0.672,7685.0,85,1,0.581
780790008,Existing Customer,39,6,3,2,894.0,0.711,3967.0,69,1,0.386
780814158,Existing Customer,39,6,4,2,1789.0,0.701,4577.0,81,1,0.357
780833058,Existing Customer,32,4,3,2,348.0,0.61,3835.0,60,1,0.867
780865308,Existing Customer,23,6,3,2,8103.0,1.134,4542.0,86,1,0.17
780881358,Existing Customer,17,6,3,2,16659.0,1.012,2551.0,74,1,0.0
780897858,Existing Customer,20,4,3,3,1744.0,0.782,3770.0,76,1,0.279
780913308,Existing Customer,34,6,2,0,11254.0,0.501,1510.0,42,1,0.183
780942633,Existing Customer,32,2,1,3,2183.0,0.506,3552.0,68,1,0.38
780971583,Existing Customer,30,6,2,2,1219.0,1.108,3772.0,62,1,0.395
780984408,Existing Customer,50,3,3,3,5534.0,0.891,4070.0,63,1,0.261
780998133,Existing Customer,34,3,4,4,9051.0,1.029,1980.0,45,1,0.141
781013958,Existing Customer,48,4,2,2,2341.0,0.507,1344.0,37,1,0.347
781073733,Existing Customer,41,1,3,3,4607.0,0.898,4793.0,88,1,0.0
781089708,Existing Customer,23,6,1,2,25498.0,0.59,2495.0,46,1,0.048
781110408,Existing Customer,23,5,3,2,3279.0,0.765,5048.0,75,1,0.0
781117533,Existing Customer,36,6,3,2,20968.0,0.64,2823.0,61,1,0.0
781131483,Existing Customer,47,3,1,4,3847.0,1.111,2170.0,51,1,0.33
781137783,Attrited Customer,33,1,3,4,2229.0,0.818,2478.0,43,0,0.079
781143933,Existing Customer,36,5,3,3,988.0,0.723,5006.0,76,1,0.573
781171908,Existing Customer,38,1,3,1,1882.0,0.926,9497.0,106,1,0.498
781183233,Existing Customer,25,2,1,1,557.0,0.664,3805.0,79,1,0.733
781297983,Existing Customer,52,6,2,3,19214.0,0.726,3525.0,78,1,0.059
781306758,Attrited Customer,52,1,2,4,574.0,0.602,1844.0,49,1,0.814
781320783,Attrited Customer,41,3,2,3,4586.0,0.812,2529.0,43,0,0.0
781326483,Existing Customer,25,6,1,2,8673.0,0.876,2457.0,58,1,0.0
781337658,Existing Customer,44,3,1,2,990.0,0.906,5532.0,85,1,0.62
781391058,Existing Customer,49,6,3,2,68.0,0.683,1991.0,38,1,0.953
781675983,Existing Customer,53,4,5,1,537.0,1.061,4706.0,84,1,0.824
781794708,Attrited Customer,29,2,1,3,15119.0,0.528,715.0,25,1,0.112
781923483,Existing Customer,47,3,3,4,726.0,1.216,2309.0,62,1,0.705
781926633,Existing Customer,42,1,3,3,685.0,0.597,4675.0,88,1,0.786
781930233,Existing Customer,37,6,1,1,608.0,0.58,4717.0,70,1,0.794
781933983,Existing Customer,41,5,3,4,14535.0,0.711,2970.0,76,1,0.0
781942983,Existing Customer,44,5,3,1,17827.0,0.846,5010.0,88,1,0.0
782437008,Existing Customer,35,6,2,4,486.0,0.767,4717.0,83,1,0.784
782548758,Existing Customer,36,5,2,3,781.0,0.81,5668.0,82,1,0.623
782555058,Existing Customer,29,4,2,3,582.3,0.792,4432.0,92,1,0.595
782802033,Attrited Customer,39,3,2,2,1939.0,0.585,2108.0,55,1,0.432
783020958,Existing Customer,33,6,6,4,17788.0,0.717,1836.0,46,1,0.043
783070833,Existing Customer,28,5,2,3,573.0,0.77,4408.0,86,1,0.768
783121008,Existing Customer,49,1,2,3,10224.0,0.845,8285.0,106,1,0.155
783361533,Existing Customer,35,2,3,2,32686.0,0.944,14954.0,112,1,0.035
783364233,Existing Customer,53,3,2,3,4241.0,0.607,1798.0,45,1,0.0
783366483,Existing Customer,38,4,3,3,10411.0,0.686,3242.0,74,0,0.093
783381933,Existing Customer,37,4,1,3,1540.0,0.926,3512.0,63,1,0.558
783387783,Existing Customer,49,4,5,3,8254.0,0.573,1647.0,53,0,0.185
783393633,Existing Customer,37,6,4,3,1530.0,0.635,4256.0,78,1,0.0
783500283,Existing Customer,56,5,3,2,27872.0,0.722,5041.0,74,1,0.042
783542133,Existing Customer,47,5,6,2,536.0,1.32,2093.0,42,1,0.806
783554958,Existing Customer,52,6,1,0,32090.0,0.567,1368.0,30,0,0.0
783561558,Existing Customer,51,4,2,3,16952.0,0.709,1918.0,61,1,0.0
783573408,Existing Customer,36,3,1,2,439.0,0.722,5267.0,83,1,0.83
783625008,Existing Customer,45,4,2,2,22294.0,0.647,3444.0,71,1,0.0
783910008,Existing Customer,31,5,2,2,1303.0,0.794,2002.0,60,0,0.515
784263558,Existing Customer,37,4,3,3,27781.0,1.0,3184.0,61,1,0.0
784560258,Existing Customer,39,4,2,0,20474.0,0.657,3937.0,63,1,0.057
784719708,Existing Customer,43,5,1,1,1438.3,0.531,1707.0,41,1,0.0
784725333,Existing Customer,33,4,2,1,3790.0,1.608,931.0,18,2,0.152
784734258,Existing Customer,50,5,2,2,3401.0,0.923,4060.0,55,1,0.331
784789758,Existing Customer,34,6,3,0,1668.0,1.168,3966.0,74,1,0.49
784795083,Existing Customer,25,2,1,3,1984.0,1.05,4794.0,73,1,0.0
784798683,Existing Customer,32,3,2,2,1438.3,0.846,1999.0,39,1,0.0
784819758,Existing Customer,48,1,1,2,6444.0,0.821,7850.0,94,1,0.248
784827108,Existing Customer,33,6,3,2,453.0,0.675,4043.0,72,1,0.802
784868958,Existing Customer,49,1,2,1,15025.0,0.8,13939.0,138,1,0.143
784880958,Existing Customer,28,2,3,1,2342.0,0.579,3776.0,84,1,0.418
784891458,Existing Customer,49,4,3,3,26593.0,0.536,1502.0,34,1,0.075
